Order ID,Date,Region,Store ID,Product ID,Category,Revenue,Profit,Discount,Customer ID,Age,Gender,Income,Purchase Frequency,Stock Levels,Shipping Time (days),Delivery Status,Payment Method
10583,16-03-2024 22:00,North,745,8688,Apparel,4594,1606,10,85872,Unknown,Male,59966,25,247,5,Cancelled,UPI
4661,14-07-2023 04:00,North,773,7562,Books,4356,335,5,55854,26,Female,52255,22,291,1,Cancelled,Wallet
13341,09-07-2024 20:00,North,672,2146,Electronics,4531,1073,22,93147,35,Female,161939,10,57,13,Delayed,Wallet
1489,04-03-2023 00:00,North,626,8346,Toys,1940.4,1453,43,19863,58,Female,78690,12,187,9,In Transit,Wallet
18692,17-02-2025 19:00,East,405,7252,Toys,444,1403,1,71229,34,Female,137872,2,365,12,In Transit,Debit Card
530,23-01-2023 01:00,South,370,7363,Books,1193,338,34,77731,39,Female,65548,27,292,2,Delayed,Credit Card
19604,27-03-2025 19:00,West,899,2766,Toys,3907,1059,36,15085,31,nan,172124,26,20,1,In Transit,UPI
441,19-01-2023 08:00,North,696,1693,Home Appliances,881,177,32,79315,22,Male,140416,29,322,6,In Transit,Cash
10099,25-02-2024 18:00,North,491,9174,Furniture,4722,1843,9,62806,37,Female,61128,5,2,7,Delayed,Credit Card
130,06-01-2023 09:00,West,113,8284,Electronics,1650,-208,7,93935,38,Male,185972,4,371,7,Cancelled,Credit Card
15204,25-09-2024 11:00,South,800,3563,Toys,2204,1055,49,16972,46,Female,124951,20,221,14,In Transit,Wallet
4635,13-07-2023 02:00,North,774,9139,Home Appliances,4379,1708,32,19307,65,Female,158687,10,267,2,Delayed,Debit Card
13301,08-07-2024 04:00,East,251,1123,Books,3870,1028,4,68429,61,Male,154230,24,338,3,Delivered,UPI
8987,10-01-2024 10:00,East,312,2191,Toys,4127,1647,9,90575,32,Female,115644,19,102,13,Delayed,Cash
2265,05-04-2023 08:00,South,459,4343,Furniture,1983,1306,36,17001,42,Other,89651,17,356,9,In Transit,Credit Card
10625,18-03-2024 16:00,East,754,2743,Toys,2998,979,49,78892,28,Male,115423,9,499,9,Delayed,UPI
19353,17-03-2025 08:00,East,951,7838,Apparel,2428,75,5,23729,53,Female,73354,7,252,8,In Transit,UPI
12159,21-05-2024 14:00,West,730,8008,Toys,515,558,2,87074,60,Other,154240,20,450,5,In Transit,Wallet
6708,07-10-2023 11:00,East,447,4147,Electronics,2059,68,30,19877,59,Female,139922,25,252,2,Delivered,Debit Card
14211,15-08-2024 02:00,East,709,9104,Books,4531,928,15,42562,69,Male,190035,3,53,10,Delivered,Cash
7428,06-11-2023 11:00,West,748,2625,Electronics,237,1726,33,68952,31,Other,89372,17,248,10,In Transit,Wallet
9510,01-02-2024 05:00,South,149,8135,Home Appliances,601.7,339,9,20816,30,Female,36780,8,483,9,Delivered,Credit Card
1351,26-02-2023 06:00,West,291,5436,Books,4902,832,15,80276,54,Male,168447,29,258,11,Delivered,UPI
19362,17-03-2025 17:00,North,628,7163,Books,1096,971,15,36575,47,Female,53575,6,426,1,Cancelled,Wallet
2435,12-04-2023 10:00,South,869,1921,Electronics,700,471,19,45067,42,Male,148727,14,297,7,Delivered,Cash
17525,31-12-2024 04:00,West,330,3724,Home Appliances,3843,854,46,95445,60,Female,168208,13,332,1,Cancelled,Cash
6197,16-09-2023 04:00,South,206,4793,Home Appliances,3606,771,30,10515,45,Male,100097,1,7,6,Delayed,Cash
11698,02-05-2024 09:00,South,270,8852,Furniture,376,1029,32,87573,52,nan,93568,28,204,1,Delayed,Wallet
6067,10-09-2023 18:00,West,338,4414,Furniture,238,871,47,67721,66,Male,172628,21,188,5,Cancelled,Cash
2904,01-05-2023 23:00,South,290,1787,Furniture,911,-383,19,22524,34,Male,122316,29,76,7,Cancelled,Credit Card
5661,24-08-2023 20:00,East,269,4822,Apparel,4732,1429,37,16045,54,Female,140308,25,472,8,Delivered,UPI
9606,05-02-2024 05:00,South,962,2387,Books,983,1515,5,43724,43,Male,40917,14,441,9,Cancelled,Credit Card
16176,04-11-2024 23:00,South,944,1815,Toys,3649,1014,16,78758,64,Female,197439,1,332,7,Delivered,Wallet
13444,14-07-2024 03:00,East,890,5694,Apparel,4900,617,10,52256,47,Male,74260,11,457,7,Cancelled,Credit Card
3797,08-06-2023 04:00,North,230,7058,Electronics,3739,369,15,86313,50,Male,103276,14,54,9,In Transit,Credit Card
14160,12-08-2024 23:00,East,223,5694,Books,563,850,49,65496,61,Male,184104,21,307,4,Cancelled,Credit Card
14073,09-08-2024 08:00,South,671,8108,Groceries,2519,394,44,58243,39,nan,151047,23,488,1,Delayed,Credit Card
17391,25-12-2024 14:00,North,935,3224,Furniture,225,296,11,81017,55,Female,183155,5,470,13,Cancelled,UPI
16474,17-11-2024 09:00,South,441,2747,Home Appliances,209,1001,25,48087,27,Female,25802,18,189,2,Delivered,UPI
5899,03-09-2023 18:00,North,528,6403,Toys,2078,-250,7,52420,46,Male,113905,7,115,14,Cancelled,Cash
16260,08-11-2024 11:00,South,621,4606,Home Appliances,2401,1556,26,71871,65,Male,56518,21,213,12,In Transit,Credit Card
11194,11-04-2024 09:00,South,637,1152,Electronics,3898,611,1,32009,35,Male,143540,20,195,14,Delayed,UPI
1713,13-03-2023 08:00,North,794,1844,Apparel,650,1740,42,99134,23,Male,23965,21,224,1,Delivered,Credit Card
14063,08-08-2024 22:00,South,366,5430,Apparel,2530,259,44,48662,18,Female,54868,22,153,13,Cancelled,Credit Card
12004,15-05-2024 03:00,North,300,8330,Apparel,267,1912,7,17936,67,Female,38317,2,251,12,Cancelled,UPI
4828,21-07-2023 03:00,West,228,8938,Home Appliances,618,535,12,94442,51,Male,96790,18,41,14,In Transit,UPI
11155,09-04-2024 18:00,East,994,5497,Furniture,2454,-40,45,66571,62,Female,59322,22,420,8,Cancelled,Wallet
10907,30-03-2024 10:00,North,156,6520,Books,4688,841,6,99948,47,Female,153327,27,340,3,Delayed,Wallet
18846,24-02-2025 05:00,West,788,7775,Electronics,4611,1003,49,77256,60,Female,78609,12,271,9,Delayed,Cash
3517,27-05-2023 12:00,East,617,3578,Groceries,1549,659,26,50277,41,Other,143529,26,327,7,Cancelled,UPI
5485,17-08-2023 12:00,West,857,4638,Books,3924,1081,34,87223,45,Male,91638,26,351,3,Delivered,UPI
8462,19-12-2023 13:00,South,765,9669,Home Appliances,1620,1978,22,65361,30,Female,161348,10,73,10,Delayed,Cash
16852,03-12-2024 03:00,West,718,3596,Apparel,572,1519,16,15282,52,Male,149067,12,173,10,In Transit,Debit Card
4048,18-06-2023 15:00,South,291,7225,Apparel,2140,1869,30,92506,45,Female,31042,12,139,4,Delivered,Debit Card
15835,21-10-2024 18:00,East,593,8703,Home Appliances,1424,554,18,78623,27,Male,86819,29,4,1,In Transit,Debit Card
14861,11-09-2024 04:00,South,357,5658,Electronics,1613,-158,49,57450,29,Female,78063,10,153,1,Delivered,Cash
12419,01-06-2024 10:00,West,580,7655,Groceries,203,404,6,96479,58,Female,87409,24,489,12,In Transit,Wallet
209,09-01-2023 16:00,South,542,4517,Apparel,1197,1631,37,49202,21,Male,79126,25,479,12,Delivered,Wallet
15655,14-10-2024 06:00,North,698,9767,Furniture,3679,602,7,95594,21,Female,141670,18,298,9,Cancelled,Cash
19818,05-04-2025 17:00,South,762,2226,Electronics,276,518,33,96780,36,Female,140083,13,337,4,Delivered,Cash
18627,15-02-2025 02:00,North,320,8816,Home Appliances,1943,904,13,62564,59,Female,132655,14,154,5,Cancelled,Debit Card
1978,24-03-2023 09:00,East,815,6049,Toys,1917,1916,42,61960,49,Male,76779,28,92,8,Cancelled,Cash
6010,08-09-2023 09:00,South,749,5339,Groceries,3973,1157,48,92619,20,Male,31755,10,307,10,Delayed,Cash
9768,11-02-2024 23:00,East,493,6225,Electronics,2335,1607,6,59257,56,Male,64193,11,386,7,Delayed,UPI
19499,23-03-2025 10:00,East,508,4836,Toys,724,157,48,86009,35,Female,111895,15,322,7,In Transit,UPI
12803,17-06-2024 10:00,East,909,7709,Furniture,4620,1467,36,63476,46,Other,93955,10,235,13,Delayed,Cash
6116,12-09-2023 19:00,East,170,4817,Books,1155,1788,32,85189,23,Male,69962,17,268,11,Delivered,Debit Card
4097,20-06-2023 16:00,North,452,1101,Home Appliances,2142,1155,12,16523,50,Male,171468,12,351,7,Delayed,Debit Card
15910,24-10-2024 21:00,South,991,6218,Books,4065,287,38,30609,31,Male,187478,13,173,12,Delivered,UPI
7650,15-11-2023 17:00,North,227,1010,Toys,408.6,191,36,73556,69,Female,83663,9,357,3,Delayed,Cash
10194,29-02-2024 17:00,South,636,4699,Toys,3752,358,34,93014,32,Male,47597,15,366,6,Delivered,Cash
10909,30-03-2024 12:00,South,555,3128,Home Appliances,3512,1886,31,79644,49,Male,138466,8,185,8,Delayed,UPI
210,09-01-2023 17:00,North,376,5802,Books,3594,1022,34,82221,62,Other,190481,7,260,6,In Transit,Debit Card
4306,29-06-2023 09:00,West,481,9866,Books,4363,1186,2,74832,21,Male,179587,11,227,6,Cancelled,Credit Card
3577,30-05-2023 00:00,West,258,6389,Home Appliances,4777,876,39,66639,50,Female,91201,27,345,2,In Transit,UPI
18760,20-02-2025 15:00,East,837,3148,Electronics,716,274,4,48045,63,Female,113159,1,297,3,Cancelled,Wallet
5436,15-08-2023 11:00,West,912,1641,Books,2587.2,31,37,82735,19,Female,189534,20,377,1,Delayed,Credit Card
14936,14-09-2024 07:00,East,804,6588,Furniture,140,-371,9,52581,21,Male,69190,29,369,10,Delivered,Credit Card
8472,19-12-2023 23:00,West,613,9176,Toys,3384,-190,8,97484,44,Male,41509,20,365,8,Cancelled,UPI
719,30-01-2023 22:00,West,942,3906,Toys,4627,660,32,51421,30,Male,47666,28,161,3,Delivered,Cash
5818,31-08-2023 09:00,North,390,2495,Groceries,3767,1172,21,77744,39,Male,115230,10,281,11,Delivered,UPI
12828,18-06-2024 11:00,East,655,5972,Groceries,3920,56,41,15760,47,Female,150599,23,3,2,In Transit,Credit Card
6864,13-10-2023 23:00,North,867,6385,Books,2382,856,6,77987,48,Female,81755,12,327,11,In Transit,Credit Card
1005,11-02-2023 20:00,North,995,3745,Apparel,552,1920,3,61582,46,Male,130829,27,488,4,Cancelled,Cash
9820,14-02-2024 03:00,South,592,6085,Toys,4047,596,26,21794,60,Male,40048,20,103,6,Delayed,UPI
16713,27-11-2024 08:00,East,585,2564,Home Appliances,2215,1076,40,19094,29,Male,32380,1,378,14,Cancelled,Cash
17363,24-12-2024 10:00,North,993,7333,Toys,1442,1291,37,86332,26,Female,184153,26,442,8,Cancelled,Credit Card
4326,30-06-2023 05:00,North,822,9524,Toys,4851,866,13,86463,18,Male,130785,10,345,5,Delayed,Cash
16334,11-11-2024 13:00,East,321,6349,Books,1558,-207,48,14005,55,Male,104950,1,390,9,Delayed,Credit Card
11294,15-04-2024 13:00,North,108,4177,Books,2535,-496,46,30313,61,Female,97191,3,150,5,Cancelled,UPI
7471,08-11-2023 06:00,South,587,4337,Toys,2395,-59,0,74335,44,Male,156951,14,136,10,Delivered,Debit Card
15881,23-10-2024 16:00,East,561,7800,Electronics,1520.1,699,13,61504,45,Female,44536,29,129,8,Cancelled,Credit Card
16562,21-11-2024 01:00,West,784,2071,Groceries,4370,-284,12,42380,999,Female,111285,24,450,13,Cancelled,Cash
18755,20-02-2025 10:00,South,633,8036,Groceries,437,-56,30,75303,62,Male,80260,19,322,1,Delivered,Cash
10735,23-03-2024 06:00,North,574,8786,Home Appliances,4558,618,27,23574,62,Female,128764,7,380,2,Cancelled,UPI
13177,03-07-2024 00:00,South,773,1527,Home Appliances,1382,601,15,33774,39,Female,20647,1,45,8,Delayed,UPI
18620,14-02-2025 19:00,West,153,2758,Toys,4336.2,1438,25,26797,65,Male,134899,5,412,11,Delivered,Wallet
10043,23-02-2024 10:00,East,508,5528,Toys,3454,603,22,29247,35,Female,65092,12,115,14,Delivered,UPI
12471,03-06-2024 14:00,West,467,5733,Electronics,4443,-172,21,73818,66,Other,99162,26,433,13,In Transit,Debit Card
2670,22-04-2023 05:00,East,794,5355,Groceries,147,264,47,29206,22,nan,33481,9,409,10,Delivered,Debit Card
15952,26-10-2024 15:00,North,597,3830,Home Appliances,4804.8,542,11,96940,39,Female,72577,14,74,3,In Transit,Debit Card
15308,29-09-2024 19:00,West,552,5862,Toys,2646,1418,40,87863,46,Female,55717,6,463,5,In Transit,UPI
2230,03-04-2023 21:00,West,135,6659,Toys,2923,767,9,63060,19,Other,38849,10,441,4,Delivered,Cash
23,01-01-2023 22:00,South,555,8282,Furniture,3906,-330,25,66676,56,Female,98108,24,78,10,Delayed,Cash
13550,18-07-2024 13:00,East,586,8653,Home Appliances,1571.4,1245,15,96615,50,Female,119821,22,105,1,In Transit,Cash
5279,08-08-2023 22:00,East,162,3225,Books,874.5,-213,47,33491,36,Male,146315,22,49,3,In Transit,Debit Card
17445,27-12-2024 20:00,East,308,9814,Home Appliances,669.9,473,40,52678,60,Female,70708,19,393,9,In Transit,UPI
6626,04-10-2023 01:00,West,311,5390,Apparel,2687,1786,14,14879,51,Female,100906,4,227,14,Cancelled,Cash
10319,05-03-2024 22:00,East,429,5195,Toys,4903,430,37,43072,24,Male,89568,17,440,12,Cancelled,UPI
12208,23-05-2024 15:00,North,682,6558,Furniture,1582,-385,36,83392,53,Female,162232,21,281,13,Cancelled,Credit Card
9178,18-01-2024 09:00,North,640,3901,Apparel,4403,-340,19,93921,20,Male,104596,25,209,4,Delayed,Debit Card
16328,11-11-2024 07:00,North,820,6630,Electronics,2307,1602,34,73974,54,nan,31749,21,131,11,Cancelled,UPI
7890,25-11-2023 17:00,East,117,7332,Groceries,1941,957,20,52299,68,Female,160759,18,134,6,Cancelled,Credit Card
5071,31-07-2023 06:00,North,301,6617,Groceries,4142,469,15,72883,66,Male,195853,2,189,8,Delayed,Cash
8046,02-12-2023 05:00,East,540,1575,Toys,2169,1452,23,26733,53,Female,152487,24,432,7,Delayed,Wallet
5425,15-08-2023 00:00,West,306,4278,Furniture,1352,1726,14,88517,35,Female,28376,2,193,10,Cancelled,Credit Card
13262,06-07-2024 13:00,West,366,6864,Apparel,1855,349,41,92058,56,Female,199454,27,44,12,In Transit,Debit Card
6721,08-10-2023 00:00,West,642,4518,Home Appliances,4037,-415,29,60703,64,Male,116709,17,463,9,Delivered,Wallet
10469,12-03-2024 04:00,East,319,3131,Apparel,609,-170,22,45594,62,Male,172734,18,215,7,Delayed,Cash
17855,13-01-2025 22:00,South,634,3158,Toys,3036,932,4,11988,43,Female,50140,26,204,5,In Transit,UPI
3191,13-05-2023 22:00,South,169,5777,Furniture,2536,-306,23,45355,66,Other,110511,6,114,11,Delayed,UPI
1967,23-03-2023 22:00,North,763,8923,Books,3427,483,28,86999,20,Female,30708,5,248,9,Cancelled,Credit Card
5826,31-08-2023 17:00,West,953,2058,Toys,2556,636,10,73742,44,Female,55857,22,349,13,In Transit,Cash
15484,07-10-2024 03:00,West,107,5643,Toys,2701,178,33,74879,56,Female,157166,15,183,5,Delayed,Credit Card
16499,18-11-2024 10:00,West,626,5066,Electronics,4650,-104,27,55357,35,Female,28132,7,278,5,In Transit,Wallet
15578,11-10-2024 01:00,North,774,2552,Books,4995,-399,31,24332,21,Female,84535,10,411,4,Delivered,Credit Card
2563,17-04-2023 18:00,West,131,2932,Electronics,4064,-353,42,39491,67,Male,146416,3,446,5,Delivered,Cash
3396,22-05-2023 11:00,East,945,4553,Furniture,815,1263,43,53195,42,Female,185583,5,187,6,Delivered,Cash
16902,05-12-2024 05:00,East,520,1143,Groceries,4751,588,32,94838,41,Male,194891,10,285,8,Cancelled,Cash
7289,31-10-2023 16:00,North,370,1631,Electronics,834,-95,40,14305,40,Male,185411,4,471,5,Cancelled,Cash
1439,01-03-2023 22:00,West,744,1166,Toys,2090,-166,16,69931,69,Female,163918,14,138,12,Delivered,UPI
12908,21-06-2024 19:00,East,112,2631,Books,4134,440,28,52354,42,Female,138461,21,2,10,Delivered,Credit Card
4113,21-06-2023 08:00,South,310,8760,Home Appliances,4279,1058,3,57140,49,Female,155207,25,162,3,In Transit,Debit Card
112,05-01-2023 15:00,East,318,7436,Toys,2085,1825,9,13140,35,Female,38047,1,224,8,In Transit,Credit Card
204,09-01-2023 11:00,North,906,6368,Toys,2098,353,15,25571,23,Female,90354,23,360,9,Cancelled,Credit Card
2385,10-04-2023 08:00,North,916,9416,Home Appliances,2876,1681,43,14562,51,Other,74225,4,157,9,Delivered,Credit Card
16876,04-12-2024 03:00,East,837,2340,Electronics,3312,346,15,41541,18,Female,141656,26,138,8,Cancelled,Cash
3581,30-05-2023 04:00,East,626,9498,Groceries,3556,1428,22,11927,68,Female,162411,29,486,10,Cancelled,Credit Card
19271,13-03-2025 22:00,East,864,8015,Books,2032,-204,6,12886,19,Female,25608,24,196,4,In Transit,Wallet
10410,09-03-2024 17:00,East,464,8541,Furniture,4723,1574,31,49585,57,Male,27756,8,222,14,Cancelled,Cash
3087,09-05-2023 14:00,South,515,5680,Furniture,1022,1114,13,11478,999,Male,189804,7,91,7,Delayed,Wallet
10459,11-03-2024 18:00,North,606,5630,Toys,800,1918,12,53472,43,Female,82103,11,352,9,Delayed,Cash
19840,06-04-2025 15:00,West,970,8403,Toys,2949,483,1,59105,49,Female,99478,7,241,4,Delivered,Cash
1201,20-02-2023 00:00,North,191,5936,Home Appliances,2569,-310,0,56563,32,Male,106861,5,434,1,Delivered,Debit Card
19285,14-03-2025 12:00,South,248,3224,Groceries,1738.8,-203,37,61425,55,nan,69956,12,421,13,Delayed,Credit Card
14208,14-08-2024 23:00,South,896,5342,Apparel,2595,202,47,41361,32,Female,104403,3,315,4,Delayed,UPI
13588,20-07-2024 03:00,North,587,7831,Home Appliances,395,-92,6,37551,69,Female,97825,27,337,13,In Transit,Debit Card
3422,23-05-2023 13:00,East,702,2387,Toys,4136,90,43,88529,37,Female,199597,9,469,6,In Transit,Cash
18010,20-01-2025 09:00,South,951,4301,Toys,512,267,32,55909,42,Male,55464,26,107,3,Delayed,UPI
13795,28-07-2024 18:00,South,106,5390,Books,1900,953,36,29411,66,Female,63979,20,35,12,Delayed,UPI
11346,17-04-2024 17:00,North,671,3607,Home Appliances,4213,1264,48,78972,33,Female,169049,2,490,5,Cancelled,Debit Card
12702,13-06-2024 05:00,East,825,8951,Apparel,1872,1836,15,50852,26,Female,133286,19,53,13,Delayed,Credit Card
7066,22-10-2023 09:00,West,529,8098,Furniture,1852,616,24,21627,69,Male,166090,7,493,12,Delivered,Debit Card
18768,20-02-2025 23:00,East,301,5233,Toys,2251,1475,48,82947,53,Female,179685,7,308,13,Delivered,Cash
3973,15-06-2023 12:00,East,676,2758,Home Appliances,122,-363,9,25185,50,Female,107962,2,100,8,Cancelled,Cash
11546,26-04-2024 01:00,South,140,4362,Books,2970,1906,40,83973,27,Male,189494,21,241,2,Delivered,UPI
16834,02-12-2024 09:00,West,978,3419,Toys,2884,1780,28,60743,40,Female,194003,14,113,4,Delayed,UPI
18928,27-02-2025 15:00,South,228,1680,Electronics,477,1871,0,79182,25,Male,111580,27,130,3,Delayed,Wallet
19247,12-03-2025 22:00,North,235,4999,Furniture,2437,-323,44,94919,999,Female,44607,27,433,6,Delivered,Debit Card
19035,04-03-2025 02:00,West,865,9329,Groceries,3323,1717,38,71739,44,Other,28350,16,348,11,Cancelled,UPI
17768,10-01-2025 07:00,East,101,5887,Apparel,740,165,48,54024,50,Female,31887,29,323,5,Delivered,UPI
18577,13-02-2025 00:00,South,445,8978,Electronics,2940,1026,42,60602,28,Female,26804,4,475,13,In Transit,Cash
3651,02-06-2023 02:00,South,215,2772,Groceries,1618,1416,44,71494,69,Male,103128,5,464,2,Delivered,Wallet
624,26-01-2023 23:00,South,979,2961,Books,2695,697,33,19876,35,Male,184005,14,369,2,Delivered,Credit Card
11664,30-04-2024 23:00,North,474,9342,Groceries,3780,913,41,71685,52,Female,131726,2,383,11,Delayed,Wallet
19577,26-03-2025 16:00,West,294,1565,Home Appliances,639,1254,20,45968,65,Female,139908,5,437,1,In Transit,Credit Card
19689,31-03-2025 08:00,West,944,4809,Groceries,4239,822,13,35051,19,Male,40093,24,189,13,Delivered,Wallet
3182,13-05-2023 13:00,East,192,5684,Home Appliances,230,106,31,86810,64,Male,93577,19,198,5,In Transit,UPI
17209,18-12-2024 00:00,West,546,2699,Apparel,2214,142,29,46326,55,Female,160488,7,390,6,Delivered,Wallet
17237,19-12-2024 04:00,East,948,5961,Home Appliances,641,1936,31,46368,63,Female,112804,22,469,5,Cancelled,Debit Card
3177,13-05-2023 08:00,South,449,2425,Furniture,3446,1411,44,65588,52,Female,108116,14,71,12,Delayed,Debit Card
14485,26-08-2024 12:00,East,389,7222,Toys,1590,1070,49,54060,54,Female,165733,9,472,5,Delayed,UPI
5675,25-08-2023 10:00,West,401,1723,Books,1379,415,27,63742,47,nan,156612,25,434,4,Delayed,Credit Card
2186,02-04-2023 01:00,East,739,8010,Groceries,2677,415,41,17391,67,Male,168941,26,274,8,Delivered,Wallet
8499,21-12-2023 02:00,East,115,5495,Electronics,1171,-312,26,33810,53,Male,63834,17,310,8,Delivered,Cash
7116,24-10-2023 11:00,East,866,8756,Books,825,1765,44,43692,62,Male,113986,20,18,7,In Transit,Cash
6768,09-10-2023 23:00,South,652,5902,Home Appliances,3839,67,21,10932,37,Female,52980,6,205,1,In Transit,Wallet
8251,10-12-2023 18:00,North,161,2369,Toys,1632,1575,7,39640,30,Male,44819,22,442,8,Cancelled,Wallet
1663,11-03-2023 06:00,West,656,9119,Home Appliances,1740,1185,29,72711,18,Male,127311,23,347,14,Delayed,Wallet
15359,01-10-2024 22:00,East,171,7765,Toys,3171,-90,2,33579,29,Male,43149,13,336,14,Delayed,UPI
6367,23-09-2023 06:00,West,295,6510,Home Appliances,3926,1850,23,19623,47,Female,53418,7,144,2,Delivered,Wallet
18949,28-02-2025 12:00,South,148,7744,Toys,4452,-150,15,67383,44,Male,51024,15,313,8,Delivered,Credit Card
19824,05-04-2025 23:00,West,768,4203,Toys,4330,790,41,79048,66,Female,166017,2,285,6,Delayed,Credit Card
2418,11-04-2023 17:00,South,905,1402,Books,221,57,26,59282,64,Female,101270,6,305,14,Delayed,UPI
3482,26-05-2023 01:00,East,494,5655,Furniture,552,-459,21,95773,50,Male,129285,19,52,6,Delayed,Credit Card
10985,02-04-2024 16:00,West,820,4055,Toys,897,225,36,41669,18,nan,45753,19,139,9,In Transit,UPI
16998,09-12-2024 05:00,North,261,5320,Toys,250,519,17,11789,29,Female,84117,16,220,13,Delayed,UPI
18254,30-01-2025 13:00,West,647,7132,Electronics,2247,1585,36,37792,62,Female,76901,28,410,8,Delayed,Debit Card
17347,23-12-2024 18:00,South,551,3082,Apparel,2653,458,19,87001,60,nan,147547,20,450,3,Delivered,Cash
14094,10-08-2024 05:00,West,551,1514,Electronics,3916,88,48,59301,28,Female,36494,6,436,1,Delivered,Debit Card
6583,02-10-2023 06:00,South,341,3302,Groceries,1974,1479,33,33922,27,Male,138802,21,56,2,Delayed,Debit Card
4775,18-07-2023 22:00,North,886,8383,Toys,3831,368,36,68522,22,Male,29096,20,117,10,Delayed,Wallet
7044,21-10-2023 11:00,South,525,8878,Toys,4981,1596,19,93678,35,Male,140894,26,208,9,In Transit,Debit Card
8735,30-12-2023 22:00,North,584,5563,Electronics,3444,1086,20,76055,35,Female,149026,26,486,10,In Transit,Debit Card
7789,21-11-2023 12:00,West,880,5125,Apparel,3077,1473,24,12177,20,Male,128640,28,91,1,In Transit,Debit Card
5441,15-08-2023 16:00,East,448,9591,Toys,2125,1274,13,82400,18,Male,26595,26,378,7,In Transit,Credit Card
9330,24-01-2024 17:00,East,564,8338,Apparel,4043,1016,25,41762,65,Other,101075,23,444,12,Delivered,Wallet
10185,29-02-2024 08:00,South,590,2104,Furniture,617,986,28,17991,26,Male,63548,2,394,12,Delivered,Wallet
6825,12-10-2023 08:00,West,177,4470,Apparel,719,304,27,33303,68,Male,181706,1,311,14,Cancelled,Credit Card
19146,08-03-2025 17:00,North,616,2840,Furniture,2041,1222,28,70649,62,Male,133157,13,66,9,Delivered,Credit Card
16443,16-11-2024 02:00,South,751,4398,Groceries,2081.2,-496,44,64925,44,Female,199043,4,311,7,Delayed,Debit Card
13006,25-06-2024 21:00,West,653,4068,Apparel,236,1171,9,86180,54,Female,112303,25,470,2,In Transit,Credit Card
15532,09-10-2024 03:00,South,501,3790,Home Appliances,1035,-242,15,97793,67,Female,69286,29,151,10,In Transit,Wallet
15580,11-10-2024 03:00,East,290,3723,Groceries,1727,-64,24,14114,31,nan,158624,24,299,14,In Transit,Cash
17735,08-01-2025 22:00,East,516,9141,Groceries,3262,1852,27,71703,22,Female,188537,14,151,4,Cancelled,Debit Card
7193,27-10-2023 16:00,West,575,6401,Toys,2409,1367,23,43786,26,Female,35595,4,326,3,Delayed,Cash
11883,10-05-2024 02:00,South,565,1613,Electronics,3789,-424,5,92773,66,Male,42532,17,441,5,Cancelled,Debit Card
16140,03-11-2024 11:00,East,303,5116,Toys,323,34,8,26763,50,Female,35732,3,87,8,In Transit,Credit Card
7762,20-11-2023 09:00,East,777,2023,Apparel,1635,1165,26,62002,21,Male,176812,16,290,3,In Transit,Credit Card
13170,02-07-2024 17:00,South,795,9934,Groceries,802,852,41,69507,22,Male,67408,3,151,6,Delayed,UPI
8094,04-12-2023 05:00,West,239,2867,Furniture,1007,1527,22,35069,25,Female,98210,25,427,9,In Transit,Credit Card
8073,03-12-2023 08:00,East,670,7663,Furniture,4168,1623,10,97385,31,Other,98198,23,383,7,In Transit,Debit Card
4388,02-07-2023 19:00,East,211,4679,Toys,2165,-191,43,47654,38,Male,199990,29,220,14,Delivered,Wallet
10713,22-03-2024 08:00,North,254,2254,Groceries,1720,33,30,76940,46,Female,169120,26,93,11,Delivered,Credit Card
5349,11-08-2023 20:00,West,915,5308,Electronics,3293,1058,31,17883,51,Female,91194,18,56,9,In Transit,Cash
14745,06-09-2024 08:00,East,285,1050,Books,4478,605,9,56245,42,Female,35339,11,151,4,Delayed,UPI
15016,17-09-2024 15:00,West,194,6483,Electronics,4518,1875,21,15405,35,Female,186349,1,453,6,In Transit,UPI
6842,13-10-2023 01:00,West,832,1966,Books,3343,90,37,16499,37,Male,186694,5,313,13,Cancelled,Credit Card
13741,26-07-2024 12:00,East,384,3947,Toys,690,-340,17,50484,66,Female,187249,14,280,12,Delivered,Credit Card
1043,13-02-2023 10:00,East,842,7295,Home Appliances,184,1389,29,35532,52,Female,49902,29,349,2,Cancelled,UPI
16246,07-11-2024 21:00,East,121,3595,Apparel,2314,70,15,94302,44,Other,61390,9,359,7,Delayed,Debit Card
13476,15-07-2024 11:00,North,174,2310,Groceries,4792,1526,28,77868,38,Male,20236,16,475,12,Delayed,UPI
14017,07-08-2024 00:00,West,210,1523,Electronics,2098,483,35,74551,49,Female,119139,13,263,7,Delivered,Cash
17894,15-01-2025 13:00,North,667,9858,Apparel,3376.8,37,10,58668,65,Male,159156,8,231,5,Delivered,Debit Card
7660,16-11-2023 03:00,South,735,6731,Electronics,1186,-320,43,90501,28,Male,124362,5,285,12,Delayed,Debit Card
17561,01-01-2025 16:00,South,106,9048,Toys,2946,668,38,92190,27,Male,78163,21,242,4,Delivered,Wallet
11805,06-05-2024 20:00,East,341,7426,Electronics,2808,858,32,54699,48,Female,184444,15,236,10,Delivered,UPI
15362,02-10-2024 01:00,East,791,2418,Books,343.2,1765,26,90814,42,Female,197258,10,437,1,Delayed,UPI
10731,23-03-2024 02:00,North,971,4938,Electronics,2231.9,23,18,40541,22,Female,54541,22,422,1,In Transit,UPI
19730,02-04-2025 01:00,East,336,5745,Electronics,384,255,30,32718,68,Female,181582,6,254,3,Cancelled,Cash
